contigName	contigLen	totalAvgDepth	mapped_reads_sorted.bam	mapped_reads_sorted.bam-var
k141_163	5717	0	0	0
k141_12641	2059	0	0	0
k141_10786	2659	0	0	0
k141_1914	5079	0	0	0
k141_12642	1676	0	0	0
k141_165	2066	0	0	0
k141_3706	5179	0	0	0
k141_10788	1623	0	0	0
k141_166	1566	0	0	0
k141_1915	3159	0	0	0
k141_10789	1899	0	0	0
k141_12645	1923	0	0	0
k141_8973	6333	0	0	0
k141_10790	2072	0	0	0
k141_1917	2383	0	0	0
k141_8975	1353	0	0	0
k141_169	2658	0	0	0
k141_1918	1581	0	0	0
k141_8977	1771	0	0	0
k141_12647	5090	0	0	0
k141_1920	2070	0	0	0
k141_8978	1948	0	0	0
k141_170	4245	0	0	0
k141_12650	1057	0	0	0
k141_1922	1444	0	0	0
k141_12651	2054	0	0	0
k141_8979	3141	0	0	0
k141_171	3329	0	0	0
k141_1923	3736	0	0	0
k141_12652	3030	0	0	0
k141_8981	2083	0	0	0
k141_12653	1189	0	0	0
k141_1924	2238	0	0	0
k141_172	2131	0	0	0
k141_12654	3411	0	0	0
k141_173	2681	0	0	0
k141_12655	2343	0	0	0
k141_12656	1528	0	0	0
k141_3708	22547	0	0	0
k141_3709	1005	0	0	0
k141_174	2931	0	0	0
k141_12657	2209	0	0	0
k141_3711	1825	0	0	0
k141_12658	1749	0	0	0
k141_10793	21893	0	0	0
k141_12659	1349	0	0	0
k141_3712	2369	0	0	0
k141_8986	11964	0	0	0
k141_12660	1474	0	0	0
k141_10794	5155	0	0	0
k141_175	8675	0	0	0
k141_10796	2208	0	0	0
k141_176	2119	0	0	0
k141_10797	2297	0	0	0
k141_8989	7348	0	0	0
k141_8990	1320	0	0	0
k141_12661	3320	0	0	0
k141_178	4699	0	0	0
k141_8992	2499	0	0	0
k141_179	2602	0	0	0
k141_8993	3197	0	0	0
k141_10798	8336	0	0	0
k141_8994	5417	0	0	0
k141_10799	4663	0	0	0
k141_181	5951	0	0	0
k141_183	1122	0	0	0
k141_12662	3777	0	0	0
k141_184	2088	0	0	0
k141_10800	4295	0	0	0
k141_12664	2551	0	0	0
k141_186	1183	0	0	0
k141_8995	6285	0	0	0
k141_12665	1630	0	0	0
k141_12666	1164	0	0	0
k141_8997	1655	0	0	0
k141_12667	1238	0	0	0
k141_8998	1449	0	0	0
k141_8999	1179	0	0	0
k141_188	5175	0	0	0
k141_10804	5935	0	0	0
k141_5439	228336	0	0	0
k141_12669	3969	0	0	0
k141_5440	1127	0	0	0
k141_9001	3569	0	0	0
k141_12671	1631	0	0	0
k141_12672	1586	0	0	0
k141_189	5886	0	0	0
k141_9002	3436	0	0	0
k141_10805	6249	0	0	0
k141_5442	3795	0	0	0
k141_10807	1171	0	0	0
k141_5444	1295	0	0	0
k141_190	3605	0	0	0
k141_9003	3907	0	0	0
k141_12673	4960	0	0	0
k141_10808	3298	0	0	0
k141_5445	3891	0	0	0
k141_10809	1229	0	0	0
k141_192	2761	0	0	0
k141_12676	1977	0	0	0
k141_193	1525	0	0	0
k141_5447	2522	0	0	0
k141_12677	2504	0	0	0
k141_5448	1474	0	0	0
k141_10810	4462	0	0	0
k141_9005	6444	0	0	0
k141_12678	1241	0	0	0
k141_9006	1008	0	0	0
k141_10811	2257	0	0	0
k141_5449	2646	0	0	0
k141_12679	2717	0	0	0
k141_5450	2065	0	0	0
k141_9008	2746	0	0	0
k141_9009	2599	0	0	0
k141_5453	2326	0	0	0
k141_12680	4604	0	0	0
k141_9010	1327	0	0	0
k141_5454	1391	0	0	0
k141_196	2997	0	0	0
k141_5455	1533	0	0	0
k141_12682	1666	0	0	0
k141_9012	1156	0	0	0
k141_5457	1154	0	0	0
k141_12684	1148	0	0	0
k141_9013	2166	0	0	0
k141_12686	1311	0	0	0
k141_198	6272	0	0	0
k141_12689	2490	0	0	0
k141_5460	4762	0	0	0
k141_12690	1043	0	0	0
k141_199	1428	0	0	0
k141_9014	6653	0	0	0
k141_1925	79703	0	0	0
k141_12691	4566	0	0	0
k141_9016	3727	0	0	0
k141_5463	6129	0	0	0
k141_12696	1333	0	0	0
k141_12697	1381	0	0	0
k141_5465	3056	0	0	0
k141_12698	2182	0	0	0
k141_201	9957	0	0	0
k141_5466	1443	0	0	0
k141_203	1127	0	0	0
k141_7144	409105	0	0	0
k141_5467	1689	0	0	0
k141_204	1922	0	0	0
k141_9018	9380	0	0	0
k141_7145	1493	0	0	0
k141_12699	7280	0	0	0
k141_5468	4871	0	0	0
k141_205	1431	0	0	0
k141_12700	2428	0	0	0
k141_12701	3711	0	0	0
k141_5469	5622	0	0	0
k141_12702	2472	0	0	0
k141_7147	9042	0	0	0
k141_206	4007	0	0	0
k141_12704	1356	0	0	0
k141_7148	1794	0	0	0
k141_207	1884	0	0	0
k141_5470	2585	0	0	0
k141_12706	1853	0	0	0
k141_12709	1494	0	0	0
k141_208	3887	0	0	0
k141_12713	4215	0	0	0
k141_210	3980	0	0	0
k141_5471	5853	0	0	0
k141_211	1049	0	0	0
k141_12717	2154	0	0	0
k141_7152	11000	0	0	0
k141_12719	1798	0	0	0
k141_7153	2672	0	0	0
k141_12720	1200	0	0	0
k141_7154	1026	0	0	0
k141_12721	1018	0	0	0
k141_5472	3215	0	0	0
k141_12723	1350	0	0	0
k141_7155	3178	0	0	0
k141_7156	1709	0	0	0
k141_12725	2649	0	0	0
k141_5473	2914	0	0	0
k141_12726	2636	0	0	0
k141_7160	2482	0	0	0
k141_5475	2729	0	0	0
k141_12727	2778	0	0	0
k141_3713	121959	0	0	0
k141_212	9649	0	0	0
k141_3714	1197	0	0	0
k141_5478	1335	0	0	0
k141_213	2380	0	0	0
k141_12728	3356	0	0	0
k141_5479	2142	0	0	0
k141_3715	3099	0	0	0
k141_214	1853	0	0	0
k141_7161	5995	0	0	0
k141_12729	2014	0	0	0
k141_7164	1522	0	0	0
k141_12730	2100	0	0	0
k141_5480	3142	0	0	0
k141_7165	1247	0	0	0
k141_215	3784	0	0	0
k141_12731	2688	0	0	0
k141_7166	2522	0	0	0
k141_5481	3399	0	0	0
k141_7167	1010	0	0	0
k141_5482	1691	0	0	0
k141_216	4338	0	0	0
k141_7169	1761	0	0	0
k141_12732	4759	0	0	0
k141_12733	1279	0	0	0
k141_218	3415	0	0	0
k141_7170	4187	0	0	0
k141_5483	5886	0	0	0
k141_12734	4408	0	0	0
k141_5484	2366	0	0	0
k141_219	4428	0	0	0
k141_5486	2121	0	0	0
k141_12735	4027	0	0	0
k141_222	1450	0	0	0
k141_223	1451	0	0	0
k141_12736	1840	0	0	0
k141_224	1847	0	0	0
k141_12738	2018	0	0	0
k141_226	2676	0	0	0
k141_12739	3056	0	0	0
k141_12741	1478	0	0	0
k141_12744	1731	0	0	0
k141_12745	1327	0	0	0
k141_227	6824	0	0	0
k141_228	1444	0	0	0
k141_12746	1859	0	0	0
k141_229	1238	0	0	0
k141_230	2063	0	0	0
k141_12749	1539	0	0	0
k141_231	1811	0	0	0
k141_12751	1579	0	0	0
k141_234	1171	0	0	0
k141_235	1982	0	0	0
k141_236	1377	0	0	0
k141_237	1096	0	0	0
k141_238	2243	0	0	0
k141_239	1131	0	0	0
k141_240	2023	0	0	0
k141_241	1471	0	0	0
k141_3717	59355	0	0	0
k141_244	4770	0	0	0
k141_3718	2895	0	0	0
k141_245	2634	0	0	0
k141_3719	2030	0	0	0
k141_3720	1475	0	0	0
k141_246	3529	0	0	0
k141_3721	1020	0	0	0
k141_247	1657	0	0	0
k141_3722	2431	0	0	0
k141_248	2193	0	0	0
k141_3723	1498	0	0	0
k141_10813	144511	0	0	0
k141_249	2797	0	0	0
k141_10815	1467	0	0	0
k141_3724	3406	0	0	0
k141_10816	2892	0	0	0
k141_250	4425	0	0	0
k141_3725	4338	0	0	0
k141_10817	3454	0	0	0
k141_251	4753	0	0	0
k141_252	1089	0	0	0
k141_10818	3804	0	0	0
k141_3727	5746	0	0	0
k141_253	1848	0	0	0
k141_254	1188	0	0	0
k141_10819	3280	0	0	0
k141_255	1836	0	0	0
k141_3728	4689	0	0	0
k141_10821	1813	0	0	0
k141_256	1554	0	0	0
k141_3729	1016	0	0	0
k141_3730	2074	0	0	0
k141_10822	3577	0	0	0
k141_3732	1146	0	0	0
k141_10823	1409	0	0	0
k141_258	8074	0	0	0
k141_10830	1172	0	0	0
k141_259	1660	0	0	0
k141_260	1051	0	0	0
k141_261	1266	0	0	0
k141_10831	4424	0	0	0
k141_262	7655	0	0	0
k141_264	3340	0	0	0
k141_265	2184	0	0	0
k141_266	1149	0	0	0
k141_267	2406	0	0	0
k141_268	1392	0	0	0
k141_269	2316	0	0	0
k141_3733	32778	0	0	0
k141_9019	173345	0	0	0
k141_3735	2070	0	0	0
k141_270	3544	0	0	0
k141_271	1717	0	0	0
k141_272	2193	0	0	0
k141_3737	4437	0	0	0
k141_9020	6390	0	0	0
k141_273	3503	0	0	0
k141_10834	33227	0	0	0
k141_9021	2291	0	0	0
k141_3738	4239	0	0	0
k141_9024	1082	0	0	0
k141_276	1985	0	0	0
k141_10835	2342	0	0	0
k141_9025	3147	0	0	0
k141_3740	4280	0	0	0
k141_278	3880	0	0	0
k141_3741	1223	0	0	0
k141_3742	1325	0	0	0
k141_280	2047	0	0	0
k141_3743	1974	0	0	0
k141_10837	7686	0	0	0
k141_282	1441	0	0	0
k141_283	1836	0	0	0
k141_3744	3289	0	0	0
k141_9026	8385	0	0	0
k141_284	1183	0	0	0
k141_3746	1541	0	0	0
k141_3747	1209	0	0	0
k141_10838	6238	0	0	0
k141_285	3143	0	0	0
k141_10839	1313	0	0	0
k141_3748	1555	0	0	0
k141_9028	4806	0	0	0
k141_286	1975	0	0	0
k141_3749	1556	0	0	0
k141_10841	2335	0	0	0
k141_3750	2481	0	0	0
k141_3751	2951	0	0	0
k141_10843	6341	0	0	0
k141_9032	8305	0	0	0
k141_10844	1422	0	0	0
k141_12752	120785	0	0	0
k141_287	10860	0	0	0
k141_3756	5074	0	0	0
k141_9033	3395	0	0	0
k141_10845	5107	0	0	0
k141_3757	2752	0	0	0
k141_10846	1276	0	0	0
k141_288	5070	0	0	0
k141_3758	1506	0	0	0
k141_12754	5415	0	0	0
k141_3760	2257	0	0	0
k141_5487	159169	0	0	0
k141_9034	7860	0	0	0
k141_3762	1626	0	0	0
k141_9036	4173	0	0	0
k141_5488	5212	0	0	0
k141_9037	1929	0	0	0
k141_289	10428	0	0	0
k141_12755	10506	0	0	0
k141_3763	6473	0	0	0
k141_9038	2290	0	0	0
k141_3765	1414	0	0	0
k141_5489	4317	0	0	0
k141_291	2019	0	0	0
k141_3766	1381	0	0	0
k141_9039	2641	0	0	0
k141_5491	1840	0	0	0
k141_293	2849	0	0	0
k141_3767	2655	0	0	0
k141_294	1140	0	0	0
k141_9040	2586	0	0	0
k141_12756	6832	0	0	0
k141_5493	2562	0	0	0
k141_3769	1619	0	0	0
k141_12759	1136	0	0	0
k141_3770	2137	0	0	0
k141_5494	2822	0	0	0
k141_297	3552	0	0	0
k141_12762	2535	0	0	0
k141_3771	1870	0	0	0
k141_9041	5292	0	0	0
k141_298	1162	0	0	0
k141_9042	1427	0	0	0
k141_3773	1890	0	0	0
k141_9044	1520	0	0	0
k141_3774	1603	0	0	0
k141_9045	2439	0	0	0
k141_12764	5648	0	0	0
k141_5495	7168	0	0	0
k141_12765	1247	0	0	0
k141_299	7012	0	0	0
k141_9046	2473	0	0	0
k141_5496	2701	0	0	0
k141_9047	3695	0	0	0
k141_9048	1284	0	0	0
k141_300	4636	0	0	0
k141_5497	5636	0	0	0
k141_301	2147	0	0	0
k141_5498	1088	0	0	0
k141_9049	3038	0	0	0
k141_5499	1352	0	0	0
k141_5500	1110	0	0	0
k141_302	2789	0	0	0
k141_12766	11147	0	0	0
k141_5502	1177	0	0	0
k141_304	1137	0	0	0
k141_9050	4638	0	0	0
k141_12768	3107	0	0	0
k141_9052	1662	0	0	0
k141_5503	3368	0	0	0
k141_305	4307	0	0	0
k141_9053	2097	0	0	0
k141_12769	2815	0	0	0
k141_5504	2647	0	0	0
k141_308	1025	0	0	0
k141_5505	1354	0	0	0
k141_9055	1952	0	0	0
k141_12770	2123	0	0	0
k141_309	1710	0	0	0
k141_12771	1405	0	0	0
k141_9058	2201	0	0	0
k141_12772	1399	0	0	0
k141_311	1503	0	0	0
k141_12773	1169	0	0	0
k141_312	4228	0	0	0
k141_5507	7784	0	0	0
k141_313	1253	0	0	0
k141_12774	5352	0	0	0
k141_5509	1731	0	0	0
k141_12775	2262	0	0	0
k141_12777	4545	0	0	0
k141_314	9380	0	0	0
k141_12778	1482	0	0	0
k141_12779	1941	0	0	0
k141_318	1002	0	0	0
k141_319	1041	0	0	0
k141_12780	2282	0	0	0
k141_9059	23478	0	0	0
k141_12781	7185	0	0	0
k141_12782	1923	0	0	0
k141_12783	1114	0	0	0
k141_12784	1605	0	0	0
k141_12785	2530	0	0	0
k141_1928	316560	0	0	0
k141_12786	5185	0	0	0
k141_1929	2197	0	0	0
k141_1930	1151	0	0	0
k141_7173	250382	0	0	0
k141_7174	1432	0	0	0
k141_7175	1138	0	0	0
k141_3776	74841	0	0	0
k141_7177	2993	0	0	0
k141_12790	8500	0	0	0
k141_12791	1389	0	0	0
k141_3777	2098	0	0	0
k141_12792	1421	0	0	0
k141_7179	4082	0	0	0
k141_12793	1550	0	0	0
k141_12795	1091	0	0	0
k141_3778	5736	0	0	0
k141_3783	2515	0	0	0
k141_12796	6752	0	0	0
k141_1931	29899	0	0	0
k141_1933	6341	0	0	0
k141_12799	1073	0	0	0
k141_1934	8674	0	0	0
k141_7180	36030	0	0	0
k141_12802	3058	0	0	0
k141_10848	142700	0	0	0
k141_7181	2045	0	0	0
k141_10849	2221	0	0	0
k141_1935	7699	0	0	0
k141_10850	1458	0	0	0
k141_10851	1198	0	0	0
k141_12804	2309	0	0	0
k141_7182	2898	0	0	0
k141_1936	2003	0	0	0
k141_1937	2364	0	0	0
k141_12805	3071	0	0	0
k141_1938	1158	0	0	0
k141_10852	4317	0	0	0
k141_7183	3974	0	0	0
k141_7184	1139	0	0	0
k141_12806	2305	0	0	0
k141_10856	1173	0	0	0
k141_7185	1333	0	0	0
k141_1939	2935	0	0	0
k141_10857	1351	0	0	0
k141_7186	1174	0	0	0
k141_12807	2647	0	0	0
k141_7187	1355	0	0	0
k141_1941	1811	0	0	0
k141_7188	1387	0	0	0
k141_12809	7213	0	0	0
k141_7191	6450	0	0	0
k141_1944	10464	0	0	0
k141_7192	3439	0	0	0
k141_12810	5586	0	0	0
k141_1945	1166	0	0	0
k141_7194	1181	0	0	0
k141_12811	1534	0	0	0
k141_10858	15727	0	0	0
k141_1947	1201	0	0	0
k141_7195	2225	0	0	0
k141_12812	2425	0	0	0
k141_10860	1527	0	0	0
k141_10862	1179	0	0	0
k141_7198	1386	0	0	0
k141_12815	1494	0	0	0
k141_1948	5156	0	0	0
k141_12816	1183	0	0	0
k141_10863	2764	0	0	0
k141_1949	1388	0	0	0
k141_1951	1620	0	0	0
k141_7203	2844	0	0	0
k141_12818	3508	0	0	0
k141_10866	2828	0	0	0
k141_1952	2758	0	0	0
k141_7204	2681	0	0	0
k141_12819	1889	0	0	0
k141_1953	1431	0	0	0
k141_10867	2878	0	0	0
k141_1954	1089	0	0	0
k141_10868	1470	0	0	0
k141_3784	74125	0	0	0
k141_1955	2292	0	0	0
k141_12820	4689	0	0	0
k141_7206	4740	0	0	0
k141_12821	2076	0	0	0
k141_7207	1926	0	0	0
k141_10869	4027	0	0	0
k141_3785	3404	0	0	0
k141_1958	5763	0	0	0
k141_3786	3326	0	0	0
k141_12823	3863	0	0	0
k141_7208	4829	0	0	0
k141_12825	2440	0	0	0
k141_7209	3613	0	0	0
k141_1961	3857	0	0	0
k141_3789	4899	0	0	0
k141_1962	2527	0	0	0
k141_7210	2704	0	0	0
k141_321	119124	0	0	0
k141_3790	2087	0	0	0
k141_12827	4110	0	0	0
k141_7211	1964	0	0	0
k141_3791	1439	0	0	0
k141_1964	1612	0	0	0
k141_322	1952	0	0	0
k141_7213	2306	0	0	0
k141_7215	1471	0	0	0
k141_324	3722	0	0	0
k141_1967	4806	0	0	0
k141_12830	6550	0	0	0
k141_325	1544	0	0	0
k141_7217	3524	0	0	0
k141_9060	137459	0	0	0
k141_1968	2685	0	0	0
k141_12832	3603	0	0	0
k141_7218	3188	0	0	0
k141_1969	1885	0	0	0
k141_9061	3820	0	0	0
k141_12836	1870	0	0	0
k141_9062	2147	0	0	0
k141_327	5257	0	0	0
k141_9063	1473	0	0	0
k141_1970	3935	0	0	0
k141_7219	4802	0	0	0
k141_12837	3472	0	0	0
k141_328	2178	0	0	0
k141_1972	1457	0	0	0
k141_10870	33006	0	0	0
k141_329	3743	0	0	0
k141_9064	6635	0	0	0
k141_10873	2757	0	0	0
k141_1974	6434	0	0	0
k141_330	4330	0	0	0
k141_7220	10441	0	0	0
k141_10876	2343	0	0	0
k141_9065	4920	0	0	0
k141_1975	3215	0	0	0
k141_334	1786	0	0	0
k141_9066	1803	0	0	0
k141_1976	1685	0	0	0
k141_1977	1546	0	0	0
k141_7224	4741	0	0	0
k141_10881	3324	0	0	0
k141_336	3954	0	0	0
k141_1978	2467	0	0	0
k141_337	1001	0	0	0
k141_1979	1125	0	0	0
k141_7226	2186	0	0	0
k141_10882	3011	0	0	0
k141_1980	1028	0	0	0
k141_7227	2151	0	0	0
k141_338	3701	0	0	0
k141_339	1020	0	0	0
k141_7228	3458	0	0	0
k141_7229	1048	0	0	0
k141_10883	6047	0	0	0
k141_1981	6119	0	0	0
k141_10885	1195	0	0	0
k141_7230	2575	0	0	0
k141_1982	2527	0	0	0
k141_10886	2885	0	0	0
k141_340	7724	0	0	0
k141_9067	17831	0	0	0
k141_1985	1922	0	0	0
k141_9068	2335	0	0	0
k141_10890	2478	0	0	0
k141_341	3618	0	0	0
k141_342	1620	0	0	0
k141_7231	8290	0	0	0
k141_9072	2899	0	0	0
k141_1987	7773	0	0	0
k141_7232	4493	0	0	0
k141_1988	1466	0	0	0
k141_344	5177	0	0	0
k141_1989	1695	0	0	0
k141_7233	1150	0	0	0
k141_1990	6753	0	0	0
k141_1992	9223	0	0	0
k141_12838	64321	0	0	0
k141_12839	1828	0	0	0
k141_1994	13423	0	0	0
k141_5510	232288	0	0	0
k141_12840	1807	0	0	0
k141_5511	1504	0	0	0
k141_12841	1374	0	0	0
k141_1996	1998	0	0	0
k141_1997	3364	0	0	0
k141_1998	1385	0	0	0
k141_12844	4926	0	0	0
k141_1999	3031	0	0	0
k141_2000	1311	0	0	0
k141_12845	3916	0	0	0
k141_2001	2956	0	0	0
k141_12846	4153	0	0	0
k141_2002	4390	0	0	0
k141_2003	2006	0	0	0
k141_12847	4837	0	0	0
k141_2004	2603	0	0	0
k141_2005	1463	0	0	0
k141_2006	1437	0	0	0
k141_2008	1275	0	0	0
k141_12850	4690	0	0	0
k141_2009	1864	0	0	0
k141_12851	6682	0	0	0
k141_12852	1391	0	0	0
k141_12857	1942	0	0	0
k141_2010	1433	0	0	0
k141_12863	3215	0	0	0
k141_12866	1164	0	0	0
k141_2011	2003	0	0	0
k141_12867	7194	0	0	0
k141_12868	1886	0	0	0
k141_12869	5204	0	0	0
k141_2014	1450	0	0	0
k141_12871	3804	0	0	0
k141_2015	8182	0	0	0
k141_347	99837	0	0	0
k141_12876	6154	0	0	0
k141_348	1375	0	0	0
k141_2017	1452	0	0	0
k141_10891	116562	0	0	0
k141_12877	1011	0	0	0
k141_2018	1072	0	0	0
k141_10892	1522	0	0	0
k141_349	2819	0	0	0
k141_12879	1758	0	0	0
k141_10893	2121	0	0	0
k141_2020	5642	0	0	0
k141_12881	3645	0	0	0
k141_12882	2124	0	0	0
k141_10896	4613	0	0	0
k141_12883	1782	0	0	0
k141_9073	126188	0	0	0
k141_350	8271	0	0	0
k141_10899	2727	0	0	0
k141_2023	5612	0	0	0
k141_9074	1542	0	0	0
k141_12886	1668	0	0	0
k141_2024	1279	0	0	0
k141_10900	2894	0	0	0
k141_9075	2733	0	0	0
k141_2025	2373	0	0	0
k141_10901	1256	0	0	0
k141_12887	3796	0	0	0
k141_9077	2276	0	0	0
k141_9078	2716	0	0	0
k141_12888	4880	0	0	0
k141_351	7945	0	0	0
k141_10902	7760	0	0	0
k141_352	1417	0	0	0
k141_10903	2267	0	0	0
k141_353	2428	0	0	0
k141_9079	7709	0	0	0
k141_10904	2938	0	0	0
k141_9081	1807	0	0	0
k141_12890	7681	0	0	0
k141_10905	2129	0	0	0
k141_10906	1288	0	0	0
k141_12893	1320	0	0	0
k141_355	6254	0	0	0
k141_12895	1145	0	0	0
k141_9082	4316	0	0	0
k141_356	1044	0	0	0
k141_357	1145	0	0	0
k141_9084	2729	0	0	0
k141_12900	1124	0	0	0
k141_359	1576	0	0	0
k141_9086	1615	0	0	0
k141_3792	211101	0	0	0
k141_12903	2024	0	0	0
k141_3793	1735	0	0	0
k141_12904	2120	0	0	0
k141_10907	10846	0	0	0
k141_360	7102	0	0	0
k141_12905	2810	0	0	0
k141_12906	1647	0	0	0
k141_3795	5101	0	0	0
k141_9087	9709	0	0	0
k141_10911	3579	0	0	0
k141_3797	1129	0	0	0
k141_10912	1722	0	0	0
k141_3799	1325	0	0	0
k141_361	6607	0	0	0
k141_9090	2789	0	0	0
k141_12907	4858	0	0	0
k141_10914	2466	0	0	0
k141_362	2254	0	0	0
k141_363	1376	0	0	0
k141_10917	1764	0	0	0
k141_3802	4845	0	0	0
k141_365	1761	0	0	0
k141_12908	5590	0	0	0
k141_366	1869	0	0	0
k141_10921	1457	0	0	0
k141_12909	2078	0	0	0
k141_367	2084	0	0	0
k141_9092	8804	0	0	0
k141_3803	5290	0	0	0
k141_368	1158	0	0	0
k141_12910	1952	0	0	0
k141_10922	3910	0	0	0
k141_369	1661	0	0	0
k141_9094	2615	0	0	0
k141_3808	1856	0	0	0
k141_9095	2207	0	0	0
k141_370	3104	0	0	0
k141_9097	1251	0	0	0
k141_9098	2459	0	0	0
k141_372	2903	0	0	0
k141_373	1622	0	0	0
k141_3810	6046	0	0	0
k141_10923	8513	0	0	0
k141_9100	2649	0	0	0
k141_9101	1111	0	0	0
k141_374	3204	0	0	0
k141_9102	1363	0	0	0
k141_10926	3550	0	0	0
k141_375	1904	0	0	0
k141_9103	1684	0	0	0
k141_3811	5438	0	0	0
k141_376	1719	0	0	0
k141_3813	1764	0	0	0
k141_10928	3111	0	0	0
k141_9105	3417	0	0	0
k141_377	2992	0	0	0
k141_3814	2182	0	0	0
k141_10929	1994	0	0	0
k141_9106	1907	0	0	0
k141_3815	1289	0	0	0
k141_10930	1127	0	0	0
k141_3816	1462	0	0	0
k141_380	1646	0	0	0
k141_10932	1089	0	0	0
k141_9109	2482	0	0	0
k141_381	1693	0	0	0
k141_3818	1788	0	0	0
k141_9110	1254	0	0	0
k141_382	1160	0	0	0
k141_10933	2766	0	0	0
k141_7234	190588	0	0	0
k141_3819	1861	0	0	0
k141_10935	1443	0	0	0
k141_383	1959	0	0	0
k141_7236	1177	0	0	0
k141_9111	3387	0	0	0
k141_10937	1084	0	0	0
k141_7237	1113	0	0	0
k141_3821	2396	0	0	0
k141_384	2930	0	0	0
k141_3822	1197	0	0	0
k141_7239	1106	0	0	0
k141_388	1094	0	0	0
k141_3823	1548	0	0	0
k141_9112	4743	0	0	0
k141_7241	1545	0	0	0
k141_3824	1375	0	0	0
k141_10942	3912	0	0	0
k141_7242	1602	0	0	0
k141_389	4209	0	0	0
k141_9113	3085	0	0	0
k141_10943	2825	0	0	0
k141_7243	2067	0	0	0
k141_7245	1080	0	0	0
k141_390	3382	0	0	0
k141_3825	5687	0	0	0
k141_9114	3624	0	0	0
k141_10944	5149	0	0	0
k141_3826	3136	0	0	0
k141_3827	2173	0	0	0
k141_7246	6358	0	0	0
k141_7247	2037	0	0	0
k141_10945	5540	0	0	0
k141_3829	3498	0	0	0
k141_10946	1967	0	0	0
k141_7248	3099	0	0	0
k141_3830	1420	0	0	0
k141_10947	1667	0	0	0
k141_7249	1786	0	0	0
k141_7250	1361	0	0	0
k141_9115	13341	0	0	0
k141_2027	97831	0	0	0
k141_7251	1394	0	0	0
k141_9117	1137	0	0	0
k141_391	14953	0	0	0
k141_9118	2555	0	0	0
k141_3833	6519	0	0	0
k141_2029	4409	0	0	0
k141_9119	2496	0	0	0
k141_2030	1766	0	0	0
k141_9120	3115	0	0	0
k141_3834	5671	0	0	0
k141_2031	2329	0	0	0
k141_2032	1555	0	0	0
k141_7254	9527	0	0	0
k141_3835	2126	0	0	0
k141_9122	2860	0	0	0
k141_9124	1175	0	0	0
k141_3837	2112	0	0	0
k141_7255	3204	0	0	0
k141_2033	4398	0	0	0
k141_9125	2293	0	0	0
k141_7257	1034	0	0	0
k141_3838	2338	0	0	0
k141_3839	1743	0	0	0
k141_2034	2903	0	0	0
k141_2035	1134	0	0	0
k141_9126	3391	0	0	0
k141_3840	1644	0	0	0
k141_9127	2129	0	0	0
k141_7258	6365	0	0	0
k141_3841	4136	0	0	0
k141_9129	2302	0	0	0
k141_2037	4857	0	0	0
k141_9130	1195	0	0	0
k141_9132	2208	0	0	0
k141_394	25151	0	0	0
k141_2038	5841	0	0	0
k141_7260	7981	0	0	0
k141_9133	4556	0	0	0
k141_7261	1386	0	0	0
k141_2039	3561	0	0	0
k141_7262	1907	0	0	0
k141_2040	1093	0	0	0
k141_2042	1516	0	0	0
k141_7266	1090	0	0	0
k141_9134	5642	0	0	0
k141_9135	1901	0	0	0
k141_7267	3918	0	0	0
k141_2043	5497	0	0	0
k141_9136	4006	0	0	0
k141_395	14463	0	0	0
k141_7268	2832	0	0	0
k141_2044	1899	0	0	0
k141_9137	1426	0	0	0
k141_397	1266	0	0	0
k141_398	1113	0	0	0
k141_2048	1388	0	0	0
k141_9138	2333	0	0	0
k141_7269	4326	0	0	0
k141_2050	1440	0	0	0
k141_2051	1330	0	0	0
k141_7270	1526	0	0	0
k141_400	4281	0	0	0
k141_2052	1678	0	0	0
k141_401	1612	0	0	0
k141_2053	1099	0	0	0
k141_7271	2760	0	0	0
k141_402	1472	0	0	0
k141_7273	1304	0	0	0
k141_2054	2906	0	0	0
k141_404	1773	0	0	0
k141_7274	2001	0	0	0
k141_7275	1974	0	0	0
k141_405	3864	0	0	0
k141_7276	1832	0	0	0
k141_406	2590	0	0	0
k141_7277	2500	0	0	0
k141_7280	1515	0	0	0
k141_7281	2962	0	0	0
k141_5514	258176	0	0	0
k141_407	5803	0	0	0
k141_408	1581	0	0	0
k141_7283	3231	0	0	0
k141_411	1719	0	0	0
k141_5515	7230	0	0	0
k141_413	3321	0	0	0
k141_415	1175	0	0	0
k141_416	1486	0	0	0
k141_417	1722	0	0	0
k141_10949	84086	0	0	0
k141_10951	1411	0	0	0
k141_418	2954	0	0	0
k141_5517	10556	0	0	0
k141_10952	2198	0	0	0
k141_5518	1711	0	0	0
k141_10953	1087	0	0	0
k141_5519	1380	0	0	0
k141_9139	43971	0	0	0
k141_5521	1483	0	0	0
k141_419	5279	0	0	0
k141_421	1077	0	0	0
k141_5522	3392	0	0	0
k141_3842	71050	0	0	0
k141_9141	4743	0	0	0
k141_7284	23821	0	0	0
k141_422	2173	0	0	0
k141_5523	1846	0	0	0
k141_7285	1038	0	0	0
k141_9143	1679	0	0	0
k141_5524	1005	0	0	0
k141_10955	8685	0	0	0
k141_7286	2053	0	0	0
k141_5525	1364	0	0	0
k141_7287	1389	0	0	0
k141_9144	2747	0	0	0
k141_5526	2144	0	0	0
k141_9146	1253	0	0	0
k141_430	1860	0	0	0
k141_5527	1602	0	0	0
k141_7288	3082	0	0	0
k141_431	2168	0	0	0
k141_7289	1085	0	0	0
